source_code,source_name,rank,target_concept_id,target_concept_code,target_concept_name,target_vocabulary_id,similarity
JEKA007,"Change of the inflatable sleeve of a pericervical or periurethroprostatic urinary sphincter prosthesis in men, by laparotomy",5,44806520,812851000000107,Replacement of cylinder of inflatable penile prosthesis,SNOMED,0.6923
HFKA001,"Change or repositioning of the access device of an adjustable perigastric ring for morbid obesity, by direct approach",1,2109004,43848,"Revision, open, of gastric restrictive procedure for morbid obesity, other than adjustable gastric restrictive device (separate procedure)",CPT4,0.7246
HFKA001,"Change or repositioning of the access device of an adjustable perigastric ring for morbid obesity, by direct approach",2,1126230,C9785,"Endoscopic outlet reduction, gastric pouch application, with endoscopy and intraluminal tube insertion, if performed, including all system and tissue anchoring components",HCPCS,0.7073
HFKA001,"Change or repositioning of the access device of an adjustable perigastric ring for morbid obesity, by direct approach",3,2781753,2W03X7Z,Change Intermittent Pressure Device on Abdominal Wall,ICD10PCS,0.6993
HFKA001,"Change or repositioning of the access device of an adjustable perigastric ring for morbid obesity, by direct approach",4,2108989,43773,"Laparoscopy, surgical, gastric restrictive procedure; removal and replacement of adjustable gastric restrictive device component only",CPT4,0.6864
HFKA001,"Change or repositioning of the access device of an adjustable perigastric ring for morbid obesity, by direct approach",5,2108987,43771,"Laparoscopy, surgical, gastric restrictive procedure; revision of adjustable gastric restrictive device component only",CPT4,0.6849
CBKA001,Change or repositioning of the ossicular prosthesis after platinotomy or platinectomy,1,4062208,17084003,Replacement of cochlear prosthesis,SNOMED,0.7723
CBKA001,Change or repositioning of the ossicular prosthesis after platinotomy or platinectomy,2,44508616,D16.1,Prosthetic replacement of ossicular chain,OPCS4,0.7667
CBKA001,Change or repositioning of the ossicular prosthesis after platinotomy or platinectomy,3,37152776,1197744003,Ossiculoplasty with partial ossicular replacement prosthesis,SNOMED,0.7386
CBKA001,Change or repositioning of the ossicular prosthesis after platinotomy or platinectomy,4,37017012,713185007,Ossiculoplasty with total ossicular replacement prosthesis,SNOMED,0.7080
CBKA001,Change or repositioning of the ossicular prosthesis after platinotomy or platinectomy,5,4196192,79518006,Ossiculectomy with tympanoplasty revision,SNOMED,0.7068
HBKD244,Changing 8 facets of a removable dental prosthesis,1,40482005,445045003,Change of stoma flange,SNOMED,0.6477
HBKD244,Changing 8 facets of a removable dental prosthesis,2,2006360,84.85,Revision of facet replacement device(s),ICD9Proc,0.6465
HBKD244,Changing 8 facets of a removable dental prosthesis,3,4122097,234870007,Adjust removable orthodontic appliance,SNOMED,0.6446
HBKD244,Changing 8 facets of a removable dental prosthesis,4,4109686,284553009,Adjust orthodontic retainer,SNOMED,0.6441
HBKD244,Changing 8 facets of a removable dental prosthesis,5,4121968,234828002,Adjust extraoral maxillofacial prosthesis,SNOMED,0.6428
JDKD001,Changing a cystostomy tube,1,4193388,79165006,Change of cystostomy tube,SNOMED,0.9759
JDKD001,Changing a cystostomy tube,2,2109734,51710,Change of cystostomy tube; complicated,CPT4,0.9100
JDKD001,Changing a cystostomy tube,3,2109733,51705,Change of cystostomy tube; simple,CPT4,0.8745
JDKD001,Changing a cystostomy tube,4,4023436,176192000,Change of urethral catheter,SNOMED,0.8470
JDKD001,Changing a cystostomy tube,5,4232412,439854006,Change of urinary catheter bag,SNOMED,0.8406
MEKA003,Changing a humeral prosthesis for a total scapulohumeral prosthesis,1,3572205,1219191000000107,Revision of humeral component of reverse total prosthetic replacement of shoulder joint,SNOMED,0.8354
MEKA003,Changing a humeral prosthesis for a total scapulohumeral prosthesis,2,44783151,699198001,Conversion to total prosthetic replacement of shoulder joint,SNOMED,0.8312
MEKA003,Changing a humeral prosthesis for a total scapulohumeral prosthesis,3,45767561,705014008,Conversion from total prosthetic replacement of shoulder joint,SNOMED,0.8276
MEKA003,Changing a humeral prosthesis for a total scapulohumeral prosthesis,4,44790484,238901000000101,Conversion to hybrid prosthetic replacement of shoulder joint using cemented humeral component,SNOMED,0.8159
MEKA003,Changing a humeral prosthesis for a total scapulohumeral prosthesis,5,3662209,1219211000000106,Revision of humeral component of cemented reverse total prosthetic replacement of shoulder joint,SNOMED,0.8146
MEKA004,"Changing a humeral prosthesis or the glenoid part of a total scapulohumeral prosthesis, without bone reconstruction",1,44783151,699198001,Conversion to total prosthetic replacement of shoulder joint,SNOMED,0.8471
MEKA004,"Changing a humeral prosthesis or the glenoid part of a total scapulohumeral prosthesis, without bone reconstruction",2,3572205,1219191000000107,Revision of humeral component of reverse total prosthetic replacement of shoulder joint,SNOMED,0.8462
MEKA004,"Changing a humeral prosthesis or the glenoid part of a total scapulohumeral prosthesis, without bone reconstruction",3,44790484,238901000000101,Conversion to hybrid prosthetic replacement of shoulder joint using cemented humeral component,SNOMED,0.8427
MEKA004,"Changing a humeral prosthesis or the glenoid part of a total scapulohumeral prosthesis, without bone reconstruction",4,4079660,179429006,Conversion to uncemented hemiarthroplasty of shoulder,SNOMED,0.8397
MEKA004,"Changing a humeral prosthesis or the glenoid part of a total scapulohumeral prosthesis, without bone reconstruction",5,3572208,1219201000000109,Revision of humeral component of uncemented reverse total prosthetic replacement of shoulder joint,SNOMED,0.8368
JHKA004,Changing a hydraulic penile prosthesis with extracavernous component,1,4204963,53760001,"Replacement of inflatable penile prosthesis, with pump, reservoir and cylinders",SNOMED,0.7970
JHKA004,Changing a hydraulic penile prosthesis with extracavernous component,2,4186742,4642002,"Removal of inflatable penile prosthesis, with pump, reservoir and cylinders",SNOMED,0.7731
JHKA004,Changing a hydraulic penile prosthesis with extracavernous component,3,44806519,812841000000109,Replacement of pump of inflatable penile prosthesis,SNOMED,0.7730
JHKA004,Changing a hydraulic penile prosthesis with extracavernous component,4,4252726,74467008,Replacement of inflatable penile prosthesis,SNOMED,0.7709
JHKA004,Changing a hydraulic penile prosthesis with extracavernous component,5,4343128,236357007,Revision of penile prosthesis,SNOMED,0.7690
JHKA003,Changing a hydraulic penile prosthesis without extracavernous component,1,4204963,53760001,"Replacement of inflatable penile prosthesis, with pump, reservoir and cylinders",SNOMED,0.8364
JHKA003,Changing a hydraulic penile prosthesis without extracavernous component,2,4186742,4642002,"Removal of inflatable penile prosthesis, with pump, reservoir and cylinders",SNOMED,0.8215
JHKA003,Changing a hydraulic penile prosthesis without extracavernous component,3,4021404,11613009,"Repair of inflatable penile prosthesis, with pump, reservoir and cylinders",SNOMED,0.8127
JHKA003,Changing a hydraulic penile prosthesis without extracavernous component,4,4252726,74467008,Replacement of inflatable penile prosthesis,SNOMED,0.8085
JHKA003,Changing a hydraulic penile prosthesis without extracavernous component,5,4343128,236357007,Revision of penile prosthesis,SNOMED,0.8068
JAKD001,Changing a nephrostomy or pyelostomy tube,1,4053034,23491005,Replacement of nephrostomy tube,SNOMED,0.8670
JAKD001,Changing a nephrostomy or pyelostomy tube,2,4161940,398291001,Replacement of pyelostomy tube,SNOMED,0.8390
JAKD001,Changing a nephrostomy or pyelostomy tube,3,4086898,24429008,Revision of nephrostomy,SNOMED,0.8364
JAKD001,Changing a nephrostomy or pyelostomy tube,4,44809741,874171000000106,Change of nephrostomy tube over guide wire,SNOMED,0.8192
JAKD001,Changing a nephrostomy or pyelostomy tube,5,4199519,432075000,Replacement of nephrostomy tube using fluoroscopic guidance,SNOMED,0.8015
HPKC014,"Changing a peritoneal dialysis catheter, by laparoscopy",1,4203990,438341004,Laparoscopic insertion of peritoneal dialysis catheter,SNOMED,0.7659
HPKC014,"Changing a peritoneal dialysis catheter, by laparoscopy",2,37152703,1196993005,Imaging guided repositioning of peritoneal dialysis catheter,SNOMED,0.7203
HPKC014,"Changing a peritoneal dialysis catheter, by laparoscopy",3,2109456,49325,"Laparoscopy, surgical; with revision of previously placed intraperitoneal cannula or catheter, with removal of intraluminal obstructive material if performed",CPT4,0.6908
HPKC014,"Changing a peritoneal dialysis catheter, by laparoscopy",4,4259559,439825000,Laparoscopic insertion of permanent intraperitoneal catheter,SNOMED,0.6848
HPKC014,"Changing a peritoneal dialysis catheter, by laparoscopy",5,4235076,438342006,Replacement of peritoneal dialysis catheter,SNOMED,0.6845
HPKA002,"Changing a peritoneal dialysis catheter, by laparotomy",1,4235076,438342006,Replacement of peritoneal dialysis catheter,SNOMED,0.7616
HPKA002,"Changing a peritoneal dialysis catheter, by laparotomy",2,37156340,1172563000,Insertion of peritoneal dialysis catheter,SNOMED,0.7240
HPKA002,"Changing a peritoneal dialysis catheter, by laparotomy",3,37167641,1268674007,Surgical removal of peritoneal dialysis catheter,SNOMED,0.7154
HPKA002,"Changing a peritoneal dialysis catheter, by laparotomy",4,37152703,1196993005,Imaging guided repositioning of peritoneal dialysis catheter,SNOMED,0.7126
HPKA002,"Changing a peritoneal dialysis catheter, by laparotomy",5,4107732,180277007,Insertion of temporary peritoneal dialysis catheter,SNOMED,0.7120
HPKB001,"Changing a peritoneal dialysis catheter, transcutaneously",1,4235076,438342006,Replacement of peritoneal dialysis catheter,SNOMED,0.7862
HPKB001,"Changing a peritoneal dialysis catheter, transcutaneously",2,4107732,180277007,Insertion of temporary peritoneal dialysis catheter,SNOMED,0.7593
HPKB001,"Changing a peritoneal dialysis catheter, transcutaneously",3,37152703,1196993005,Imaging guided repositioning of peritoneal dialysis catheter,SNOMED,0.7239
HPKB001,"Changing a peritoneal dialysis catheter, transcutaneously",4,37156340,1172563000,Insertion of peritoneal dialysis catheter,SNOMED,0.7047
HPKB001,"Changing a peritoneal dialysis catheter, transcutaneously",5,4076634,224967001,Revision of cannula for dialysis,SNOMED,0.7020
JCKD001,Changing a skin ureterostomy tube,1,42537292,736618000,Revision of cutaneous ureterostomy,SNOMED,0.8550
JCKD001,Changing a skin ureterostomy tube,2,2109649,50688,Change of ureterostomy tube or externally accessible ureteral stent via ileal conduit,CPT4,0.8176
JCKD001,Changing a skin ureterostomy tube,3,4070340,177375008,Replacement of ureterostomy tube,SNOMED,0.8165
JCKD001,Changing a skin ureterostomy tube,4,2003707,56.62,Revision of other cutaneous ureterostomy,ICD9Proc,0.8153
JCKD001,Changing a skin ureterostomy tube,5,1126219,C7549,"Change of ureterostomy tube or externally accessible ureteral stent via ileal conduit with ureteral stricture balloon dilation, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",HCPCS,0.8006
AAKA001,Changing a subcutaneous brain stimulation generator,1,3186632,11810001000004105,Adjustment of deep brain stimulator,Nebraska Lexicon,0.7516
AAKA001,Changing a subcutaneous brain stimulation generator,2,4323372,429180004,Reprogramming of neurostimulator device,SNOMED,0.7431
AAKA001,Changing a subcutaneous brain stimulation generator,3,37168899,1287098008,Replacement of battery of neurostimulator,SNOMED,0.7122
AAKA001,Changing a subcutaneous brain stimulation generator,4,4193790,395721008,Removal of electronic stimulator of brain with synchronous replacement,SNOMED,0.6910
AAKA001,Changing a subcutaneous brain stimulation generator,5,2110601,62252,Reprogramming of programmable cerebrospinal shunt,CPT4,0.6849
QZKA001,Changing a subcutaneous implanted diffuser system or pump without changing the epidural [epidural] or intrathecal spinal catheter,1,2110630,62362,"Implantation or replacement of device for intrathecal or epidural drug infusion; programmable pump, including preparation of pump, with or without programming",CPT4,0.8091
QZKA001,Changing a subcutaneous implanted diffuser system or pump without changing the epidural [epidural] or intrathecal spinal catheter,2,2110628,62360,Implantation or replacement of device for intrathecal or epidural drug infusion; subcutaneous reservoir,CPT4,0.7998
QZKA001,Changing a subcutaneous implanted diffuser system or pump without changing the epidural [epidural] or intrathecal spinal catheter,3,2110629,62361,Implantation or replacement of device for intrathecal or epidural drug infusion; nonprogrammable pump,CPT4,0.7848
QZKA001,Changing a subcutaneous implanted diffuser system or pump without changing the epidural [epidural] or intrathecal spinal catheter,4,2110631,62365,"Removal of subcutaneous reservoir or pump, previously implanted for intrathecal or epidural infusion",CPT4,0.7689
QZKA001,Changing a subcutaneous implanted diffuser system or pump without changing the epidural [epidural] or intrathecal spinal catheter,5,2110625,62350,"Implantation, revision or repositioning of tunneled intrathecal or epidural catheter, for long-term medication administration via an external pump or implantable reservoir/infusion pump; without laminectomy",CPT4,0.7667
AEKA001,Changing a subcutaneous spinal cord stimulation generator,1,4066518,17286005,Revision of spinal neurostimulator electrodes,SNOMED,0.7073
AEKA001,Changing a subcutaneous spinal cord stimulation generator,2,44789989,224571000000107,Reprogramming of neurostimulator adjacent to spinal cord,SNOMED,0.7028
AEKA001,Changing a subcutaneous spinal cord stimulation generator,3,44810458,897891000000103,Replacement of subcutaneous cardioverter defibrillator,SNOMED,0.7001
AEKA001,Changing a subcutaneous spinal cord stimulation generator,4,4311119,85987003,Revision of spinal neurostimulator receiver,SNOMED,0.6988
AEKA001,Changing a subcutaneous spinal cord stimulation generator,5,4117943,302333009,Adjustment of neurostimulator electrode adjacent to spinal cord tissue,SNOMED,0.6842
NFKA003,Changing a unicompartmental knee prosthesis,1,4079654,179409005,Conversion to uncemented unicompartmental knee replacement,SNOMED,0.8488
NFKA003,Changing a unicompartmental knee prosthesis,2,4076601,179411001,Conversion from uncemented unicompartmental knee replacement,SNOMED,0.8481
NFKA003,Changing a unicompartmental knee prosthesis,3,4079652,179404000,Conversion to cemented unicompartmental knee replacement,SNOMED,0.8292
NFKA003,Changing a unicompartmental knee prosthesis,4,4076600,179406003,Conversion from cemented unicompartmental knee replacement,SNOMED,0.8271
NFKA003,Changing a unicompartmental knee prosthesis,5,4076872,179410000,Revision uncemented unicompartmental knee replacement,SNOMED,0.8165
JCKE001,"Changing a ureteral catheter, by retrograde endoscopy",1,42628060,50435,"Exchange nephrostomy catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",CPT4,0.7768
JCKE001,"Changing a ureteral catheter, by retrograde endoscopy",2,46273970,711492000,Fluoroscopy guided retrograde cystogram and replacement of ureteric stent,SNOMED,0.7757
JCKE001,"Changing a ureteral catheter, by retrograde endoscopy",3,1126219,C7549,"Change of ureterostomy tube or externally accessible ureteral stent via ileal conduit with ureteral stricture balloon dilation, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",HCPCS,0.7748
JCKE001,"Changing a ureteral catheter, by retrograde endoscopy",4,44809752,874351000000100,Change of urethral catheter over guide wire,SNOMED,0.7747
JCKE001,"Changing a ureteral catheter, by retrograde endoscopy",5,2109649,50688,Change of ureterostomy tube or externally accessible ureteral stent via ileal conduit,CPT4,0.7624
JDKD002,Changing a urethrovesical catheter,1,4023436,176192000,Change of urethral catheter,SNOMED,0.9322
JDKD002,Changing a urethrovesical catheter,2,4193388,79165006,Change of cystostomy tube,SNOMED,0.8459
JDKD002,Changing a urethrovesical catheter,3,44809752,874351000000100,Change of urethral catheter over guide wire,SNOMED,0.8332
JDKD002,Changing a urethrovesical catheter,4,4232412,439854006,Change of urinary catheter bag,SNOMED,0.8253
JDKD002,Changing a urethrovesical catheter,5,2109734,51710,Change of cystostomy tube; complicated,CPT4,0.8095
HFKC001,"Changing an adjustable perigastric ring for morbid obesity, by laparoscopy",1,2002664,44.98,(Laparoscopic) adjustment of size of adjustable gastric restrictive device,ICD9Proc,0.7356
HFKC001,"Changing an adjustable perigastric ring for morbid obesity, by laparoscopy",2,2108987,43771,"Laparoscopy, surgical, gastric restrictive procedure; revision of adjustable gastric restrictive device component only",CPT4,0.7311
HFKC001,"Changing an adjustable perigastric ring for morbid obesity, by laparoscopy",3,2108990,43774,"Laparoscopy, surgical, gastric restrictive procedure; removal of adjustable gastric restrictive device and subcutaneous port components",CPT4,0.7254
HFKC001,"Changing an adjustable perigastric ring for morbid obesity, by laparoscopy",4,2108989,43773,"Laparoscopy, surgical, gastric restrictive procedure; removal and replacement of adjustable gastric restrictive device component only",CPT4,0.7206
HFKC001,"Changing an adjustable perigastric ring for morbid obesity, by laparoscopy",5,2108986,43770,"Laparoscopy, surgical, gastric restrictive procedure; placement of adjustable gastric restrictive device (eg, gastric band and subcutaneous port components)",CPT4,0.7154
AFKB002,Changing an epidural [epidural] catheter connected to a diffuser system or to a pump implanted subcutaneously,1,4332708,231022003,Replacement of epidural electrode,SNOMED,0.7866
AFKB002,Changing an epidural [epidural] catheter connected to a diffuser system or to a pump implanted subcutaneously,2,4333701,231023008,Repositioning of epidural electrode,SNOMED,0.7505
AFKB002,Changing an epidural [epidural] catheter connected to a diffuser system or to a pump implanted subcutaneously,3,2110627,62355,Removal of previously implanted intrathecal or epidural catheter,CPT4,0.7185
AFKB002,Changing an epidural [epidural] catheter connected to a diffuser system or to a pump implanted subcutaneously,4,2110630,62362,"Implantation or replacement of device for intrathecal or epidural drug infusion; programmable pump, including preparation of pump, with or without programming",CPT4,0.7074
AFKB002,Changing an epidural [epidural] catheter connected to a diffuser system or to a pump implanted subcutaneously,5,2110628,62360,Implantation or replacement of device for intrathecal or epidural drug infusion; subcutaneous reservoir,CPT4,0.7039
DEKA002,Changing an implantable cardiac defibrillation subcutaneous generator,1,44810458,897891000000103,Replacement of subcutaneous cardioverter defibrillator,SNOMED,0.8042
DEKA002,Changing an implantable cardiac defibrillation subcutaneous generator,2,46257395,33273,Repositioning of previously implanted subcutaneous implantable defibrillator electrode,CPT4,0.7990
DEKA002,Changing an implantable cardiac defibrillation subcutaneous generator,3,4280816,65936006,Repositioning of cardioverter/defibrillator pulse generator,SNOMED,0.7612
DEKA002,Changing an implantable cardiac defibrillation subcutaneous generator,4,4181003,428625001,Replacement of cardioverter defibrillator,SNOMED,0.7578
DEKA002,Changing an implantable cardiac defibrillation subcutaneous generator,5,44810457,897871000000102,Repositioning of lead of subcutaneous cardioverter defibrillator,SNOMED,0.7519
DEKA001,Changing an implantable subcutaneous cardiac stimulation generator,1,44810458,897891000000103,Replacement of subcutaneous cardioverter defibrillator,SNOMED,0.7495
DEKA001,Changing an implantable subcutaneous cardiac stimulation generator,2,46257395,33273,Repositioning of previously implanted subcutaneous implantable defibrillator electrode,CPT4,0.7404
DEKA001,Changing an implantable subcutaneous cardiac stimulation generator,3,709920,0574T,Repositioning of previously implanted substernal implantable defibrillator-pacing electrode,CPT4,0.7155
DEKA001,Changing an implantable subcutaneous cardiac stimulation generator,4,44810457,897871000000102,Repositioning of lead of subcutaneous cardioverter defibrillator,SNOMED,0.7097
DEKA001,Changing an implantable subcutaneous cardiac stimulation generator,5,42628651,0416T,Relocation of skin pocket for implanted cardiac contractility modulation pulse generator,CPT4,0.7011
QZKA007,Changing an implanted diffuser system or subcutaneous pump,1,4081050,276845001,Reprogramming of implanted drug delivery system,SNOMED,0.7294
QZKA007,Changing an implanted diffuser system or subcutaneous pump,2,44808553,859291000000102,Changing infusion set,SNOMED,0.7268
QZKA007,Changing an implanted diffuser system or subcutaneous pump,3,2314212,96371,Subcutaneous infusion for therapy or prophylaxis (specify substance or drug); additional pump set-up with establishment of new subcutaneous infusion site(s) (List separately in addition to code for primary procedure),CPT4,0.7175
QZKA007,Changing an implanted diffuser system or subcutaneous pump,4,40481977,445020001,Change of drainage collection device,SNOMED,0.7076
QZKA007,Changing an implanted diffuser system or subcutaneous pump,5,37169406,1597761000000101,Replacement of continuous subcutaneous insulin patch pump,SNOMED,0.6994
BKKP003,"Changing an intraorbital implant, after enucleation or evisceration of the eye bulb [globe]",1,4227885,87732007,Revision of ocular implant,SNOMED,0.8333
BKKP003,"Changing an intraorbital implant, after enucleation or evisceration of the eye bulb [globe]",2,4285874,67554001,Revision and reinsertion of ocular implant,SNOMED,0.8297
BKKP003,"Changing an intraorbital implant, after enucleation or evisceration of the eye bulb [globe]",3,4171172,4765003,Insertion of ocular implant following or secondary to enucleation,SNOMED,0.8261
BKKP003,"Changing an intraorbital implant, after enucleation or evisceration of the eye bulb [globe]",4,2110909,65125,"Modification of ocular implant with placement or replacement of pegs (eg, drilling receptacle for prosthesis appendage) (separate procedure)",CPT4,0.8170
BKKP003,"Changing an intraorbital implant, after enucleation or evisceration of the eye bulb [globe]",5,2110914,65155,Reinsertion of ocular implant; with use of foreign material for reinforcement and/or attachment of muscles to implant,CPT4,0.8138
JKKD001,Changing an intrauterine device,1,4186930,46706006,Replacement of intrauterine contraceptive device,SNOMED,0.8631
JKKD001,Changing an intrauterine device,2,44809294,844911000000104,Replacement of intrauterine system,SNOMED,0.8198
JKKD001,Changing an intrauterine device,3,4234924,440668008,Replacement of implantable contraceptive capsule,SNOMED,0.7515
JKKD001,Changing an intrauterine device,4,4072712,176839005,Removal of displaced intrauterine contraceptive device,SNOMED,0.7325
JKKD001,Changing an intrauterine device,5,4275113,65200003,Insertion of intrauterine contraceptive device,SNOMED,0.7315
NEKA022,Changing from a cervicocephalic femoral prosthesis to a total hip prosthesis,1,40492990,449039004,Conversion to total prosthetic replacement of hip joint,SNOMED,0.8324
NEKA022,Changing from a cervicocephalic femoral prosthesis to a total hip prosthesis,2,44790443,238461000000106,Conversion to hybrid prosthetic replacement of hip joint using cemented femoral component,SNOMED,0.8303
NEKA022,Changing from a cervicocephalic femoral prosthesis to a total hip prosthesis,3,1244564,1290059002,Conversion from total prosthetic replacement of hip joint,SNOMED,0.8246
NEKA022,Changing from a cervicocephalic femoral prosthesis to a total hip prosthesis,4,46272775,711202009,Conversion to prosthetic hybrid total replacement of hip joint using cemented femoral component,SNOMED,0.8239
NEKA022,Changing from a cervicocephalic femoral prosthesis to a total hip prosthesis,5,2000071,00.72,"Revision of hip replacement, femoral component",ICD9Proc,0.8239
NFKA005,Changing from a unicompartmental knee prosthesis to a three-compartment prosthesis,1,4076600,179406003,Conversion from cemented unicompartmental knee replacement,SNOMED,0.8057
NFKA005,Changing from a unicompartmental knee prosthesis to a three-compartment prosthesis,2,4079652,179404000,Conversion to cemented unicompartmental knee replacement,SNOMED,0.8050
NFKA005,Changing from a unicompartmental knee prosthesis to a three-compartment prosthesis,3,4076601,179411001,Conversion from uncemented unicompartmental knee replacement,SNOMED,0.7886
NFKA005,Changing from a unicompartmental knee prosthesis to a three-compartment prosthesis,4,4079395,179414009,Conversion to hybrid unicompartmental knee replacement,SNOMED,0.7874
NFKA005,Changing from a unicompartmental knee prosthesis to a three-compartment prosthesis,5,4079654,179409005,Conversion to uncemented unicompartmental knee replacement,SNOMED,0.7865
NEKA004,Changing the acetabular insert of a total hip prosthesis,1,2000070,00.71,"Revision of hip replacement, acetabular component",ICD9Proc,0.8363
NEKA004,Changing the acetabular insert of a total hip prosthesis,2,2104839,27137,"Revision of total hip arthroplasty; acetabular component only, with or without autograft or allograft",CPT4,0.8250
NEKA004,Changing the acetabular insert of a total hip prosthesis,3,4229108,88684008,Replacement of prosthesis of acetabulum,SNOMED,0.8098
NEKA004,Changing the acetabular insert of a total hip prosthesis,4,40492990,449039004,Conversion to total prosthetic replacement of hip joint,SNOMED,0.8080
NEKA004,Changing the acetabular insert of a total hip prosthesis,5,4266062,62402000,Revision of total hip replacement,SNOMED,0.8046
NEKA009,"Changing the acetabular or femoral part of a total hip replacement, without bone reconstruction",1,2104839,27137,"Revision of total hip arthroplasty; acetabular component only, with or without autograft or allograft",CPT4,0.9088
NEKA009,"Changing the acetabular or femoral part of a total hip replacement, without bone reconstruction",2,2104840,27138,"Revision of total hip arthroplasty; femoral component only, with or without allograft",CPT4,0.8863
NEKA009,"Changing the acetabular or femoral part of a total hip replacement, without bone reconstruction",3,2104837,27132,"Conversion of previous hip surgery to total hip arthroplasty, with or without autograft or allograft",CPT4,0.8847
NEKA009,"Changing the acetabular or femoral part of a total hip replacement, without bone reconstruction",4,40492990,449039004,Conversion to total prosthetic replacement of hip joint,SNOMED,0.8712
NEKA009,"Changing the acetabular or femoral part of a total hip replacement, without bone reconstruction",5,4266062,62402000,Revision of total hip replacement,SNOMED,0.8622
HBKD005,Changing the attachment device of a removable supra-implant dental prosthesis,1,37169973,105101000220106,Replacement of dental precision attachment,SNOMED,0.7424
HBKD005,Changing the attachment device of a removable supra-implant dental prosthesis,2,37169974,105111000220109,Replacement of dental implant prosthetic screw,SNOMED,0.7300
HBKD005,Changing the attachment device of a removable supra-implant dental prosthesis,3,4076075,225183009,Changing stoma appliance,SNOMED,0.7144
HBKD005,Changing the attachment device of a removable supra-implant dental prosthesis,4,4076785,225180007,Changing stoma appliance pouch,SNOMED,0.7042
HBKD005,Changing the attachment device of a removable supra-implant dental prosthesis,5,4122097,234870007,Adjust removable orthodontic appliance,SNOMED,0.7020
AHKA003,Changing the generator of an electrical stimulator to restore upper limb motor skills,1,4082537,183032004,Provision of myoelectric arm,SNOMED,0.6707
AHKA003,Changing the generator of an electrical stimulator to restore upper limb motor skills,2,4323372,429180004,Reprogramming of neurostimulator device,SNOMED,0.6598
AHKA003,Changing the generator of an electrical stimulator to restore upper limb motor skills,3,44789989,224571000000107,Reprogramming of neurostimulator adjacent to spinal cord,SNOMED,0.6544
AHKA003,Changing the generator of an electrical stimulator to restore upper limb motor skills,4,4093679,24994004,Implantation of cineplastic prosthesis of upper arm,SNOMED,0.6489
AHKA003,Changing the generator of an electrical stimulator to restore upper limb motor skills,5,4174354,50171005,Replacement of electronic ureteral stimulator,SNOMED,0.6464
JEKA006,"Changing the inflatable cuff of a pericervical urinary sphincter prosthesis in women, by laparotomy",1,4173488,275073005,Revision of prosthetic collar around female urinary bladder neck,SNOMED,0.7110
JEKA006,"Changing the inflatable cuff of a pericervical urinary sphincter prosthesis in women, by laparotomy",2,745590,0873T,"Revision of a subcutaneously implanted peritoneal ascites pump system, any component (ascites pump, associated peritoneal catheter, associated bladder catheter), including imaging and programming, when performed",CPT4,0.7016
JEKA006,"Changing the inflatable cuff of a pericervical urinary sphincter prosthesis in women, by laparotomy",3,4148401,266784003,Manual replacement of inverted postnatal uterus,SNOMED,0.7001
JEKA006,"Changing the inflatable cuff of a pericervical urinary sphincter prosthesis in women, by laparotomy",4,4169001,275074004,Replacement of prosthetic collar around female urinary bladder neck,SNOMED,0.6921
JEKA006,"Changing the inflatable cuff of a pericervical urinary sphincter prosthesis in women, by laparotomy",5,2781753,2W03X7Z,Change Intermittent Pressure Device on Abdominal Wall,ICD10PCS,0.6797
GLKP001,Changing the inner lining of a nasal ventilation face mask,1,2785605,2W01X9Z,Change Wire on Face,ICD10PCS,0.6978
GLKP001,Changing the inner lining of a nasal ventilation face mask,2,2785602,2W01X5Z,Change Packing Material on Face,ICD10PCS,0.6934
GLKP001,Changing the inner lining of a nasal ventilation face mask,3,2785604,2W01X7Z,Change Intermittent Pressure Device on Face,ICD10PCS,0.6933
GLKP001,Changing the inner lining of a nasal ventilation face mask,4,2788463,2Y01X5Z,Change Nasal Packing Material,ICD10PCS,0.6813
GLKP001,Changing the inner lining of a nasal ventilation face mask,5,2785603,2W01X6Z,Change Pressure Dressing on Face,ICD10PCS,0.6749
NFKA004,Changing the insert of a unicompartmental or tricompartmental knee prosthesis,1,4079652,179404000,Conversion to cemented unicompartmental knee replacement,SNOMED,0.8113
NFKA004,Changing the insert of a unicompartmental or tricompartmental knee prosthesis,2,4076600,179406003,Conversion from cemented unicompartmental knee replacement,SNOMED,0.8081
NFKA004,Changing the insert of a unicompartmental or tricompartmental knee prosthesis,3,4079654,179409005,Conversion to uncemented unicompartmental knee replacement,SNOMED,0.8009
NFKA004,Changing the insert of a unicompartmental or tricompartmental knee prosthesis,4,4076601,179411001,Conversion from uncemented unicompartmental knee replacement,SNOMED,0.7998
NFKA004,Changing the insert of a unicompartmental or tricompartmental knee prosthesis,5,4076190,179405004,Revision of cemented unicompartmental prosthetic replacement of knee joint,SNOMED,0.7933
HPKA001,"Changing the intraperitoneal catheter of a diffuser system implanted for intraperitoneal insulin therapy, by laparotomy",1,2781753,2W03X7Z,Change Intermittent Pressure Device on Abdominal Wall,ICD10PCS,0.7776
