code,label
GLRP002,"Séance de réentraînement à l'exercice d'un insuffisant respiratoire chronique, sur machine"
GLRP003,"Épreuve d'effort sur tapis roulant ou bicyclette ergométrique, avec mesure des gaz du sang [Épreuve d'effort simplifiée] [Gazométrie à l'effort]"
GLRP004,"Épreuve d'effort sur tapis roulant ou bicyclette ergométrique, avec mesure des gaz du sang et du débit d'oxygène consommé [VO2], et surveillance électrocardioscopique discontinue"
HAAA001,Approfondissement du vestibule oral [sillon gingivojugal] par section mucopériostée avec greffe cutanée ou muqueuse
HAAA002,Approfondissement du vestibule oral [sillon gingivojugal] par section mucopériostée
HAAA003,Approfondissement du plancher de la bouche par section musculaire
HABA001,"Cerclage des lèvres par greffe tendineuse ou aponévrotique et/ou suspension de la commissure labiale, pour traitement palliatif de la paralysie faciale"
HACA001,Adhésion labiale pour fente labio-maxillo-palatine unilatérale
HACA002,Adhésion labiale pour fente labio-maxillo-palatine bilatérale
HADA001,Labioglossopexie
HADA002,Hyomandibulopexie
HAFA001,"Glossectomie partielle de base, par cervicotomie"
HAFA002,"Pelvi-glosso-mandibulectomie non interruptrice, par abord intrabuccal"
HAFA003,"Glossectomie totale de langue mobile, par abord cervicofacial"
HAFA004,"Pelvimandibulectomie interruptrice, par abord cervicofacial"
HAFA005,"Exérèse partielle de la base de la langue et/ou du sillon amygdaloglosse, par abord intrabuccal"
HAFA006,"Pelviglossectomie de langue mobile, par abord intrabuccal"
HAFA007,"Pelvectomie orale partielle, par abord intrabuccal"
HAFA008,Exérèse non transfixiante de lésion de lèvre
HAFA009,"Exérèse de kyste du plancher de la bouche, par abord intrabuccal et par abord facial"
HAFA010,Uvulectomie
HAFA011,Exérèse de kyste de lèvre
HAFA012,Glossectomie totale de base
HAFA013,"Glossectomie totale de langue mobile, par abord intrabuccal"
HAFA014,Vermillonectomie avec reconstruction de lèvre par lambeau muqueux rétrolabial
HAFA015,"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par abord intrabuccal"
HAFA016,Glossectomie totale avec pharyngolaryngectomie totale
HAFA017,"Pelvi-glosso-mandibulectomie interruptrice, par abord cervicofacial"
HAFA018,Uvulovélectomie avec palatectomie partielle
HAFA019,"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par abord intrabuccal"
HAFA020,"Exérèse transfixiante de lésion de lèvre, ou exérèse d'une commissure labiale"
HAFA021,"Exérèse non transfixiante de lésion infiltrante de la joue, par abord intrabuccal"
HAFA022,"Exérèse transfixiante de lésion de la joue, par abord facial"
HAFA023,"Glossectomie partielle de langue mobile, par abord intrabuccal"
HAFA024,"Pelvimandibulectomie non interruptrice, par abord cervicofacial"
HAFA025,Uvulovélectomie
HAFA026,"Pelvi-glosso-mandibulectomie non interruptrice, par abord cervicofacial"
HAFA027,"Pelviglossectomie de langue mobile, par abord cervicofacial"
HAFA028,Résection de cicatrice de lèvre
HAFA029,Glossectomie totale de base de langue et de langue mobile
HAFA030,"Résection de lèvre, pour traitement palliatif de la paralysie faciale"
HAFA031,Exérèse d'une lèvre débordant sur une ou plusieurs unités adjacentes
HAFA032,"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par abord intrabuccal"
HAFA033,"Pelvimandibulectomie non interruptrice, par abord intrabuccal"
HAFA034,"Exérèse de kyste du plancher de la bouche, par abord intrabuccal"
HAHA001,"Biopsie de la cavité orale et/ou de l'oropharynx, sans coloration vitale"
HAHA002,Biopsie de lèvre
HAHB001,"Biopsie de la cavité orale et/ou de l'oropharynx, avec guidage par des colorations vitales"
HAHD001,Frottis et/ou prélèvement intrabuccal
HAJA002,"Évacuation de collection pelvilinguale, par abord intrabuccal"
HAJA003,Parage et/ou suture de plaie cutanée non transfixiante de lèvre
HAJA006,Parage et/ou suture de plaie transfixiante de lèvre
HAJD001,Parage et/ou suture d'une plaie muqueuse intrabuccale
HAJD002,Parage et/ou suture de plaies muqueuses intrabuccales multiples
HAJD003,"Pansement intrabuccal sous anesthésie générale, dans les suites d'un acte sur la cavité orale"
HAJD004,Évacuation de collection de la base de la langue
HAJD005,Parage et/ou suture de plaie du voile du palais
HAJD006,Parage et/ou suture de plaie de la langue
HALD001,Pose de dispositif intrabuccal d'expansion labiojugale
HALD002,Pose d'un appareillage antiautomorsure
HALD003,Pose d'une plaque palatine active [orthopédique] pour fente orofaciale
HALD004,Pose d'une plaque palatine non active [passive] pour fente orofaciale ou division palatine
HALD005,Pose d'une prothèse intrabuccale pour perte de substance du palais dur et du palais mou
HAMA001,Glossoplastie de réduction
HAMA002,Réparation de perte de substance de lèvre par lambeau bilatéral de lèvre ou de joue
HAMA003,Réparation de perte de substance du vermillon labial par lambeau muqueux hétérolabial [lambeau en rideau]
HAMA004,Réparation de perte de substance du vermillon labial par lambeau de langue
HAMA005,Réparation de perte de substance de lèvre par lambeau libre
HAMA006,Correction primaire unilatérale complète d'une fente labioalvéolaire ou labiomaxillaire
HAMA007,"Reconstruction du philtrum par lambeau hétérolabial, pour séquelle d'une fente orofaciale"
HAMA008,Réparation de perte de substance du vermillon labial par lambeau muqueux rétrolabial ou avancement du vermillon restant
HAMA009,Véloplastie d'allongement avec lambeau palatin
HAMA010,Réparation de perte de substance de la lèvre inférieure par lambeau de glissement ou de rotation mentonnier
HAMA011,Réparation de perte de substance de lèvre par lambeau cutané deltopectoral
HAMA012,Plastie cutanéomuqueuse de symétrisation labiale pour séquelle d'une fente labio-maxillo-palatine
HAMA014,Réparation de perte de substance de lèvre par lambeau musculocutané pédiculé
HAMA015,"Réanimation de la commissure labiale par transfert musculaire pédiculé, pour traitement palliatif de la paralysie faciale"
HAMA016,Réparation de perte de substance de lèvre par lambeau hétérolabial
HAMA017,Correction primaire bilatérale complète d'une fente labioalvéolaire ou labiomaxillaire
HAMA018,Réparation de perte de substance de lèvre par lambeau hétérolabial et lambeau bilatéral de lèvre et/ou de joue
HAMA020,Réparation de perte de substance de lèvre par lambeau de front et/ou de cuir chevelu
HAMA021,Réparation de perte de substance de lèvre par lambeau hétérolabial et lambeau unilatéral de lèvre et/ou de joue
HAMA022,Véloplastie secondaire intravélaire
HAMA023,Réparation de perte de substance de lèvre par lambeau nasogénien unilatéral et lambeau controlatéral de lèvre et/ou de joue
HAMA024,Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine unilatérale
HAMA025,Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine bilatérale
HAMA026,Pelviglossoplastie
HAMA027,Réparation de perte de substance de lèvre par lambeau cutané local
HAMA028,Correction de rétraction de lèvre par autoplastie locale
HAMA029,Réparation de perte de substance de lèvre par lambeau unilatéral de lèvre ou de joue
HAMA030,Commissuroplastie labiale
HAMB001,Réfection de l'aspect du vermillon labial par dermopigmentation
HAND001,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par voie buccale sans laser"
HAND002,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par voie buccale sans laser"
HAND003,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par voie buccale sans laser"
HAND004,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par voie buccale avec laser"
HAND005,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par voie buccale avec laser"
HAND006,"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par voie buccale avec laser"
HANP001,Destruction de lésion du vermillon labial avec laser CO2
HANP002,Abrasion de la muqueuse des lèvres et de la peau péribuccale avec laser
HAPA001,Section de bride muqueuse ou de frein intrabuccal avec plastie par lambeau local
HAPA002,Section du pédicule [Sevrage] d'un lambeau hétérolabial ou d'un lambeau de langue
HAPA003,Libération musculaire et muqueuse d'une ankyloglossie
HAPA004,Marsupialisation d'un kyste du plancher de la bouche
HAPD001,Section de bride muqueuse ou de frein intrabuccal
HAQP001,"Exploration du flux aérien bucco-naso-pharyngé par débitmétrie, pour étude de la fonction vélopalatine"
HASA001,"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie unilatérale pour fente labio-alvéolo-maxillaire]"
HASA002,Fermeture d'une fistule bucconasale séquellaire d'une fente orofaciale par plastie locale
HASA003,Fermeture d'une fistule bucconasale séquellaire d'une fente orofaciale par plastie locorégionale ou lambeau de langue
HASA004,"Fermeture bilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie bilatérale pour fente orofaciale]"
HASA005,Fermeture d'une fente labiale inférieure médiane
HASA006,"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie bilatérale pour fente labio-alvéolo-maxillaire]"
HASA007,"Fermeture unilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie unilatérale pour fente orofaciale]"
HASA008,"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire bilatérale pour fente labiale]"
HASA009,"Fermeture d'une communication buccosinusienne et/ou bucconasale par lambeau de muscle temporal, par abord intrabuccal et par abord facial"
HASA010,"Fermeture bilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie bilatérale pour fente orofaciale]"
HASA011,"Fermeture d'une macrostomie congénitale de 3 cm ou plus, avec reconstruction de la commissure labiale"
HASA012,Fermeture d'orostome ou de pharyngostome
HASA013,"Fermeture d'une communication buccosinusienne et/ou bucconasale par lambeau palatin, par abord intrabuccal"
HASA014,"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire bilatérale pour fente labiale]"
HASA015,"Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire unilatérale pour fente labiale]"
HASA016,"Fermeture bilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie bilatérale avec staphylorraphie pour fente orofaciale]"
HASA017,"Fermeture unilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie unilatérale pour fente orofaciale]"
HASA018,"Fermeture d'une communication buccosinusienne par lambeau de glissement vestibulojugal, par abord intrabuccal"
HASA019,"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie unilatérale pour fente labio-alvéolo-maxillaire]"
HASA020,"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie bilatérale pour fente labio-alvéolo-maxillaire]"
HASA021,Fermeture d'une fente labiale supérieure médiane
HASA022,"Fermeture unilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie unilatérale avec staphylorraphie pour fente orofaciale]"
HASA023,"Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire unilatérale pour fente labiale]"
HASA024,"Fermeture d'une macrostomie congénitale de moins de 3 cm, avec reconstruction de la commissure labiale"
HASA025,"Fermeture d'une communication buccosinusienne par lambeau de transposition du corps adipeux de la joue, par abord intrabuccal"
HASD001,"Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux, avec autogreffe osseuse"
HASD002,Fermeture secondaire unilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux
HASD003,Hémostase secondaire à une électrocoagulation intrabuccale
HASD004,Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux
HASD005,"Fermeture secondaire unilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux, avec autogreffe osseuse"
HASD006,Fermeture primaire d'une fente du palais osseux [Uranoplastie pour fente orofaciale]
HASD007,Fermeture primaire d'une fente palatovélaire [Uranostaphylorraphie pour fente orofaciale]
HASD008,Fermeture primaire d'une fente vélaire [Staphylorraphie pour fente orofaciale]
HBAD001,Allongement coronaire par gingivectomie sur une dent
HBBA001,"Obturation d'une résorption radiculaire dentaire externe, par abord parodontal"
HBBD001,Obturation radiculaire d'une prémolaire autre que la première prémolaire maxillaire après apexification
HBBD002,Obturation radiculaire d'une molaire après apexification
HBBD003,Obturation radiculaire d'une incisive ou d'une canine après apexification
HBBD004,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 4 dents"
HBBD005,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 1 dent"
HBBD006,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 2 dents"
HBDD001,"Contention d'une arcade dentaire par dispositif fixe, après traitement orthodontique"
HBDD002,"Contention d'une arcade dentaire par dispositif amovible, après traitement orthodontique"
HBDD003,Contention peropératoire d'une arcade dentaire par moyen autre qu'un arc vestibulaire continu
HBDD007,Contention peropératoire des arcades dentaires par moyen autre qu'un arc vestibulaire continu
HBDD008,Contention peropératoire des arcades dentaires par arc vestibulaire continu
HBDD009,"Contention des arcades dentaires par dispositif amovible, après traitement orthodontique"
HBDD010,"Contention des arcades dentaires par dispositif fixe, après traitement orthodontique"
HBDD011,"Contention des arcades dentaires par dispositif amovible bimaxillaire monobloc [tooth positioner], après traitement orthodontique"
HBDD012,Contention peropératoire d'une arcade dentaire par un arc vestibulaire continu
HBDD013,"Contention des arcades dentaires par dispositif fixe sur l'une et dispositif amovible sur l'autre, après traitement orthodontique"
HBDD014,"Contention peropératoire des arcades dentaires par un arc vestibulaire continu sur l'une, par autre moyen sur l'autre"
HBDD015,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 3 dents"
HBDD016,Recollage d'une prothèse dentaire fixée unitaire ou plurale sur un support d'ancrage
HBED001,Réimplantation d'1 dent permanente expulsée
HBED002,"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, avec adjonction d'un dispositif associé"
HBED003,Réimplantation de 2 dents permanentes expulsées
HBED004,"Greffe épithélioconjonctive, conjonctive de surface ou conjonctive enfouie pour perte de substance de la gencive sur un sextant édenté, avant pose de prothèse"
HBED005,"Autogreffe d'une dent sur arcade, dans un site naturel ou préparé chirurgicalement"
HBED006,"Greffe épithélioconjonctive, conjonctive de surface ou conjonctive enfouie pour perte de substance de la gencive sur un secteur édenté de 1 à 3 dents, avant pose de prothèse"
HBED007,"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, avec adjonction de 3 dispositifs associés"
HBED008,Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe bibague sur 2 arcades
HBED009,Réduction de fracture alvéolaire en denture permanente
HBED010,Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe bibague sur 1 arcade
HBED011,Réduction de luxation d'une dent
HBED012,"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade, sans adjonction de dispositif associé"
HBED013,"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade, avec adjonction de dispositif associé"
HBED014,"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, sans adjonction de dispositif associé"
HBED015,Réduction de fracture alvéolaire en denture mixte ou incomplète
HBED016,Réduction de luxation de plusieurs dents
HBED017,Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par un dispositif amovible sur 1 arcade
HBED018,"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, avec adjonction de 2 dispositifs associés"
HBED019,Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par un dispositif amovible sur 2 arcades
HBED020,Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache sectoriel
HBED021,"Réimplantation de 3 dents permanentes expulsées, ou plus"
HBED022,"Autogreffe d'un germe ou d'une dent retenue, dans un site naturel ou préparé chirurgicalement"
HBFA001,"Résection osseuse de l'arcade alvéolaire pour allongement coronaire, sur une à trois dents"
HBFA002,"Résection osseuse de l'arcade alvéolaire pour allongement coronaire, sur un sextant"
HBFD001,Exérèse du contenu canalaire non vivant d'une incisive ou d'une canine permanente
HBFD002,"Gingivectomie préprothétique à biseau externe ou interne sur 1 à 3 dents, avec remodelage osseux"
HBFD003,Exérèse du contenu canalaire non vivant d'une prémolaire autre que la première prémolaire maxillaire
HBFD006,Exérèse de la pulpe camérale [Biopulpotomie] d'une dent temporaire
HBFD008,Exérèse de la pulpe vivante d'une molaire permanente
HBFD010,Parage de plaie de la pulpe d'une dent avec coiffage direct
HBFD011,Exérèse du contenu canalaire non vivant d'une dent permanente immature
HBFD014,Amputation et/ou séparation radiculaire ou coronoradiculaire d'une dent
HBFD015,Exérèse du contenu canalaire non vivant d'une incisive ou d'une canine temporaire
HBFD017,Exérèse de la pulpe vivante d'une incisive ou d'une canine temporaire
HBFD019,Exérèse de la pulpe vivante d'une molaire temporaire
HBFD020,"Gingivectomie préprothétique à biseau externe ou interne sur 1 à 3 dents, sans remodelage osseux"
HBFD021,Exérèse de la pulpe vivante d'une première prémolaire maxillaire
HBFD024,Exérèse du contenu canalaire non vivant d'une molaire permanente
HBFD026,Exérèse d'hypertrophie gingivale ou de crête flottante parcellaire
HBFD028,Gingivectomie ou gingivoplastie à biseau externe ou interne sur un sextant denté
HBFD031,Exérèse d'hypertrophie gingivale ou de crête flottante sur une arcade maxillaire ou mandibulaire complète
HBFD032,Exérèse partielle de la pulpe vivante d'une dent permanente immature pour apexogénèse
HBFD033,Exérèse de la pulpe vivante d'une incisive ou d'une canine permanente
HBFD035,Exérèse de la pulpe vivante d'une prémolaire autre que la première prémolaire maxillaire
HBGD001,Désobturation endodontique d'une prémolaire autre que la première prémolaire maxillaire
HBGD002,"Avulsion de 2 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines"
HBGD003,Avulsion d'1 odontoïde inclus ou d'1 dent surnuméraire à l'état de germe
HBGD004,Avulsion d'1 troisième molaire mandibulaire retenue ou à l'état de germe
HBGD005,Ablation d'un ancrage coronoradiculaire
HBGD006,Éviction gingivale pour une nouvelle attache parodontale [ENAP] sur un sextant
HBGD007,"Avulsion de 11 à 14 dents sur arcade, en un temps"
HBGD008,"Avulsion de 3 à 5 dents sur arcade, en un temps"
HBGD009,Ablation  d'une prothèse dentaire implantoportée
HBGD010,"Avulsion de 6 à 10 dents sur arcade, en un temps"
HBGD011,Ablation  d'un bloc métallique coulé ou d'une prothèse dentaire à tenon radiculaire scellé
HBGD012,Ablation de corps étranger  d'un canal radiculaire d'une dent
HBGD013,Curetage sousgingival avec surfaçage radiculaire sur un sextant
HBGD014,Avulsion d'1 canine permanente retenue ou à l'état de germe
HBGD015,Avulsion de 2 canines permanentes  retenues ou à l'état de germe
HBGD016,Avulsion d'1 racine incluse
HBGD017,Avulsion d'1 dent ectopique
HBGD018,Avulsion d'1 troisième molaire maxillaire retenue ou à l'état de germe
HBGD019,Curetage d'alvéole dentaire
HBGD020,Curetage périapical avec résection de l'apex et obturation radiculaire rétrograde d'une prémolaire
HBGD021,Avulsion de 3 troisièmes molaires retenues ou à l'état de germe
HBGD022,Avulsion d'1 dent permanente sur arcade avec alvéolectomie
HBGD023,Curetage périapical avec résection de l'apex et obturation radiculaire rétrograde d'une incisive oud'une canine
HBGD024,Curetage périapical avec résection de l'apex d'une racine dentaire endodontiquement traitée
HBGD025,Avulsion de 2 troisièmes molaires retenues ou à l'état de germe
HBGD026,"Avulsion de 2 dents temporaires retenues, incluses ou réincluses"
HBGD027,Ablation  d'une prothèse dentaire scellée unitaire
HBGD028,Avulsion d'1 incisive permanente retenue ou à l'état de germe
HBGD029,"Avulsion de 15 à 20 dents sur arcade, en un temps"
HBGD030,Désobturation endodontique d'une incisive ou d'une canine
HBGD031,Avulsion d'1 dent permanente sur arcade avec séparation des racines
HBGD032,Avulsion de 2 dents permanentes sur arcade avec séparation des racines
HBGD033,Désobturation endodontique d'une molaire
HBGD034,Avulsion de 2 dents permanentes sur arcade avec alvéolectomie
HBGD035,Avulsion d'1 dent temporaire sur arcade
HBGD036,Avulsion d'1 dent permanente sur arcade sans alvéolectomie
HBGD037,Avulsion de 2 dents temporaires sur arcade
HBGD038,Avulsion de 4 troisièmes molaires retenues ou à l'état de germe
HBGD039,"Avulsion d'1 dent ankylosée sur arcade, avec section coronoradiculaire et séparation des racines"
HBGD040,Avulsion de plusieurs dents surnuméraires à l'état de germe ou de plusieurs odontoïdes
HBGD041,Ablation d'une membrane de régénération tissulaire parodontal
HBGD042,"Avulsion d'1 dent temporaire retenue, incluse ou réincluse"
HBGD043,Avulsion de 2 dents permanentes sur arcade sans alvéolectomie
HBGD044,Avulsion d'1 dent à couronne sousmuqueuse ou en désinclusion muqueuse
HBGD045,"Avulsion de 21 dents sur arcade ou plus, en un temps"
HBGD046,Curetage périapical avec résection de l'apex et obturation radiculaire rétrograde d'une molaire
HBGD047,Avulsion d'1 première ou d'1 deuxième molaire permanente retenue ou à l'état de germe
HBJA001,Assainissement parodontal par lambeau d'accès avec ostéoplastie sur un sextant
HBJA002,Assainissement parodontal par lambeau d'accès sans ostéoplastie sur un sextant
HBJD001,Détartrage et polissage des dents
HBJD002,Séance d'irrigation sousgingivale d'agents antibactériens
HBJD003,Détartrage et polissage des dents sur 1 arcade
HBJD004,Évacuation d'abcès parodontal
HBKD005,Changement de dispositif d'attachement d'une prothèse dentaire amovible supra implantaire
HBLD001,Pose d'un arc de maintien d'espace interdentaire sans dent prothétique
HBLD002,Pose d'un mainteneur d'espace interdentaire amovible passif
HBLD003,Pose d'un arc de maintien d'espace interdentaire avec dent prothétique
HBLD004,Application topique intrabuccale de fluorures
HBLD005,Pose d'infrastructure coronaire sur 5 implants ou plus
HBLD006,Pose d'un mainteneur d'espace interdentaire unitaire scellé
HBLD007,Pose d'une infrastructure coronoradiculaire sans clavette sur une dent [Inlay core]
HBLD008,Pose d'un attachement coronoradiculaire sur une dent
HBLD009,Application d'un topique pour hypersensibilité dentinaire
HBLD010,Application dentaire d’un vernis antibactérien ou d'un vernis de reminéralisation
HBLD011,Pose d’un dispositif de contention extracoronaire par attelle composite collée sur une arcade dentaire
HBLD012,Pose d'une infrastructure coronaire sur 1 implant
HBLD013,Pose d'infrastructure coronaire sur 4 implants
HBLD014,Pose d’un dispositif de contention intracoronaire par fil continu ou cavaliers sur une arcade dentaire
HBLD015,Pose d'une coiffe de recouvrement d'une racine dentaire [Coping]
HBLD016,Pose d’un dispositif de contention extracoronaire par attelle métallique coulée et collée sur une arcade dentaire
HBLD017,Pose d'infrastructure coronaire sur 2 implants
HBLD018,Pose d'un plan de libération occlusale
HBLD019,Pose d'un plan de guidage des mouvements antéropostérieurs mandibulaires
HBLD020,Pose d'un appareil de posture mandibulaire [cale]
HBLD021,Pose d'infrastructure coronaire sur 3 implants
HBLD022,"Pose d'une prothèse amovible de transition à plaque base résine, comportant 9 à 13 dents"
HBLD023,Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage céramométalliques ou en équivalents minéraux et 1 élément intermédiaire céramométallique ou en équivalents minéraux
HBLD024,"Pose d'une prothèse amovible définitive à plaque base résine, comportant 9 à 13 dents"
HBLD025,"Pose d'une prothèse amovible de transition à plaque base résine, comportant 5 à 8 dents"
HBLD026,"Pose d'une prothèse amovible définitive à châssis métallique, comportant 1 à 4 dents"
HBLD027,"Pose d'une prothèse amovible définitive à châssis métallique, comportant 5 à 8 dents"
HBLD028,"Pose d'une prothèse amovible de transition à plaque base résine, comportant 1 à 4 dents"
HBLD029,"Pose d'une prothèse amovible définitive à châssis métallique, comportant 9 à 13 dents"
HBLD030,Pose d'une prothèse dentaire complète transvissée implantoportée
HBLD031,Pose d'une prothèse amovible définitive complète unimaxillaire à plaque base résine
HBLD032,Pose d'une prothèse amovible de transition complète unimaxillaire à plaque base résine
HBLD033,Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage métalliques et 1 élément intermédiaire métallique
HBLD034,Pose d'une prothèse dentaire plurale transitoire [bridge transitoire]
HBLD035,Pose d'une prothèse amovible définitive complète bimaxillaire à plaque base résine
HBLD036,Pose d'une couronne dentaire dentoportée céramométallique ou en équivalents minéraux
HBLD037,Pose d'une couronne dentaire transitoire
HBLD038,Pose d'une couronne dentaire dentoportée en alliage non précieux
HBLD039,"Pose d'une prothèse amovible de 3 à 10 dents en denture temporaire, mixte ou permanente incomplète"
HBLD040,"Pose d'une prothèse plurale [bridge] comportant 1 pilier d'ancrage métallique, 1 pilier d'ancrage céramométallique et 1 élément intermédiaire métallique"
HBLD041,"Pose d'une prothèse amovible définitive à plaque base résine, comportant 5 à 8 dents"
HBLD042,"Pose d'une prothèse amovible définitive à plaque base résine, comportant 1 à 4 dents"
HBLD043,"Pose d'une prothèse plurale [bridge] comportant 1 pilier d'ancrage métallique, 1 pilier d'ancrage céramométallique et 1 élément intermédiaire céramométallique"
HBLP001,Pose d'une plaque base résine pour guide chirurgical préimplantaire dentaire
HBMA001,"Plastie mucogingivale par lambeau déplacé latéralement, coronairement ou apicalement"
HBMA002,"Rétablissement de l'espace interdentaire par lambeau positionné apicalement, sur un sextant"
HBMA003,Ostéoplastie d'une alvéole dentaire avec comblement par autogreffe osseuse
HBMA004,Régénération parodontale
HBMA005,"Rétablissement de l'espace interdentaire par lambeau positionné apicalement, sur 1 à 3 dents"
HBMD001,Eclaircissement de dent dépulpée
HBMD002,"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage d'1 élément"
HBMD003,Séance de renouvellement de l'obturation radiculaire d'une dent permanente immature à l'hydroxyde de calcium
HBMD004,Réfection de la base d'une prothèse dentaire amovible complète
HBMD005,Eclaircissement des dents pulpées
HBMD006,Reconstitution coronaire provisoire pour acte endodontique sur dent délabrée
HBMD007,Réfection des bords et/ou de l'intrados d'une prothèse dentaire amovible partielle
HBMD008,"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, sans démontage d'éléments"
HBMD009,Rescellement et/ou recollage de 3 couronnes ou plus ou de 3 ancrages ou plus d'une prothèse dentaire fixée
HBMD010,Séance d'ajustement occlusal par coronoplastie soustractive
HBMD011,Plastie mucogingivale par greffe épithélioconjonctive ou conjonctive sur 1 à 3 dents
HBMD012,"Réparation d'une prothèse dentaire amovible en résine, fêlée ou fracturée, avec adjonction ou remplacement d'élément"
HBMD013,Ostéoplastie d'une alvéole dentaire avec comblement par biomatériau
HBMD014,Modélisation occlusale par la technique de la cire ajoutée sur une dent
HBMD015,Adjonction ou remplacement d'élément d'une prothèse dentaire amovible sur châssis métallique
HBMD016,Rescellement et/ou recollage d'une ou deux couronnes ou d'un ou deux ancrages d'une prothèse dentaire fixée
HBMD017,Adjonction ou changement d'1 élément d'une prothèse dentaire amovible
HBMD018,"Séance de préparation [mise en condition] tissulaire des surfaces d'appui muqueux d'une prothèse dentaire, sur une arcade"
HBMD019,Révision des piliers implantoportés d'une prothèse dentaire
HBMD020,"Réparation d'une prothèse dentaire amovible en résine sans renfort métallique, fêlée ou fracturée"
HBMD022,Réparation de perte de substance cervicale et/ou cervicoradiculaire d'une dent d’un secteur incisivocanin par matériau inséré en phase plastique sans ancrage radiculaire
HBMD023,Réparation de perte de substance d’une dent d’un secteur prémolomolaire sur une face par matériau inséré en phase plastique
